app_name,start_time,end_time,timedelta,productive
youtube.com,2023-09-12 19:10:16,2023-09-12 23:09:17,0 days 03:59:01,False
Cursor,2023-01-15 20:24:35,2023-01-15 23:27:51,0 days 03:03:16,True
google.com,2023-04-20 07:52:32,2023-04-20 09:10:06,0 days 01:17:34,True
Terminal,2023-08-05 09:48:51,2023-08-05 11:39:39,0 days 01:50:48,True
tiktok.com,2021-10-31 07:29:04,2021-10-31 09:34:13,0 days 02:05:09,False
Terminal,2022-08-08 23:28:50,2022-08-09 01:50:12,0 days 02:21:22,True
tiktok.com,2024-10-20 07:09:53,2024-10-20 08:38:08,0 days 01:28:15,False
Cursor,2022-02-08 04:24:12,2022-02-08 08:13:04,0 days 03:48:52,True
tiktok.com,2022-05-04 11:48:23,2022-05-04 13:04:42,0 days 01:16:19,False
youtube.com,2023-11-26 10:06:33,2023-11-26 14:05:02,0 days 03:58:29,False
Terminal,2021-12-19 14:51:01,2021-12-19 18:01:29,0 days 03:10:28,True
tiktok.com,2024-01-05 23:52:47,2024-01-05 23:53:46,0 days 00:00:59,False
Terminal,2021-11-14 12:40:50,2021-11-14 15:21:27,0 days 02:40:37,True
Cursor,2022-11-29 12:49:37,2022-11-29 15:25:48,0 days 02:36:11,True
youtube.com,2022-11-08 06:40:27,2022-11-08 08:06:09,0 days 01:25:42,False
google.com,2022-01-08 07:28:22,2022-01-08 11:27:13,0 days 03:58:51,True
Cursor,2023-02-19 01:26:07,2023-02-19 04:08:07,0 days 02:42:00,True
tiktok.com,2021-11-24 01:05:13,2021-11-24 03:12:15,0 days 02:07:02,False
google.com,2021-11-06 15:47:49,2021-11-06 16:34:17,0 days 00:46:28,True
google.com,2022-09-07 03:02:28,2022-09-07 03:11:52,0 days 00:09:24,True
tiktok.com,2023-04-24 12:42:13,2023-04-24 15:37:25,0 days 02:55:12,False
Terminal,2024-01-02 10:39:29,2024-01-02 10:40:39,0 days 00:01:10,True
youtube.com,2023-03-03 17:40:10,2023-03-03 19:40:38,0 days 02:00:28,False
youtube.com,2023-06-25 11:52:14,2023-06-25 14:56:48,0 days 03:04:34,False
VSCode,2023-06-30 10:03:20,2023-06-30 12:58:48,0 days 02:55:28,True
tiktok.com,2022-09-10 17:53:51,2022-09-10 20:35:13,0 days 02:41:22,False
Terminal,2022-03-12 03:37:40,2022-03-12 07:14:19,0 days 03:36:39,True
youtube.com,2022-04-18 17:10:27,2022-04-18 19:29:57,0 days 02:19:30,False
VSCode,2022-07-08 10:32:51,2022-07-08 10:49:31,0 days 00:16:40,True
Cursor,2022-06-20 07:38:09,2022-06-20 10:39:21,0 days 03:01:12,True
youtube.com,2022-01-31 05:03:21,2022-01-31 08:55:20,0 days 03:51:59,False
Terminal,2023-05-10 18:42:59,2023-05-10 20:12:25,0 days 01:29:26,True
google.com,2023-10-04 06:15:50,2023-10-04 08:10:01,0 days 01:54:11,True
tiktok.com,2022-07-11 03:52:15,2022-07-11 04:47:41,0 days 00:55:26,False
google.com,2023-05-13 21:02:23,2023-05-13 23:39:07,0 days 02:36:44,True
youtube.com,2023-08-18 22:37:55,2023-08-19 00:34:54,0 days 01:56:59,False
Cursor,2022-12-26 21:47:25,2022-12-26 23:48:57,0 days 02:01:32,True
VSCode,2023-04-13 18:34:13,2023-04-13 19:54:08,0 days 01:19:55,True
youtube.com,2022-06-18 07:06:53,2022-06-18 07:30:09,0 days 00:23:16,False
tiktok.com,2022-01-24 10:14:12,2022-01-24 13:52:21,0 days 03:38:09,False
Cursor,2024-05-13 02:55:16,2024-05-13 05:27:07,0 days 02:31:51,True
Cursor,2022-07-26 13:17:23,2022-07-26 13:23:53,0 days 00:06:30,True
VSCode,2023-11-26 09:53:46,2023-11-26 10:38:23,0 days 00:44:37,True
VSCode,2022-01-06 12:37:44,2022-01-06 13:53:04,0 days 01:15:20,True
google.com,2023-06-01 10:27:32,2023-06-01 12:20:06,0 days 01:52:34,True
Cursor,2024-09-08 05:14:38,2024-09-08 06:19:56,0 days 01:05:18,True
VSCode,2021-12-10 01:37:37,2021-12-10 01:47:27,0 days 00:09:50,True
Cursor,2022-03-10 14:35:40,2022-03-10 15:41:24,0 days 01:05:44,True
VSCode,2022-07-31 20:29:36,2022-07-31 22:41:30,0 days 02:11:54,True
Terminal,2023-10-15 13:01:32,2023-10-15 16:55:21,0 days 03:53:49,True
youtube.com,2024-01-20 01:33:25,2024-01-20 02:56:57,0 days 01:23:32,False
Terminal,2022-08-10 13:20:32,2022-08-10 17:03:04,0 days 03:42:32,True
tiktok.com,2023-05-26 08:21:19,2023-05-26 10:42:36,0 days 02:21:17,False
Cursor,2023-10-20 03:18:03,2023-10-20 05:50:49,0 days 02:32:46,True
tiktok.com,2023-08-31 11:42:15,2023-08-31 14:03:48,0 days 02:21:33,False
google.com,2023-05-30 06:16:21,2023-05-30 10:05:51,0 days 03:49:30,True
Terminal,2021-11-27 00:40:36,2021-11-27 01:59:42,0 days 01:19:06,True
youtube.com,2022-12-05 23:37:38,2022-12-06 01:08:50,0 days 01:31:12,False
google.com,2024-06-17 09:08:32,2024-06-17 11:35:50,0 days 02:27:18,True
VSCode,2023-01-27 22:45:16,2023-01-27 23:39:05,0 days 00:53:49,True
youtube.com,2022-12-28 01:45:33,2022-12-28 03:44:44,0 days 01:59:11,False
google.com,2022-09-21 16:35:24,2022-09-21 19:04:12,0 days 02:28:48,True
Terminal,2024-04-22 06:01:33,2024-04-22 07:07:25,0 days 01:05:52,True
google.com,2024-09-15 19:41:47,2024-09-15 20:36:52,0 days 00:55:05,True
Terminal,2024-04-17 18:09:23,2024-04-17 21:54:58,0 days 03:45:35,True
youtube.com,2023-01-29 07:23:10,2023-01-29 10:00:33,0 days 02:37:23,False
tiktok.com,2023-11-16 07:30:23,2023-11-16 08:10:32,0 days 00:40:09,False
VSCode,2024-07-08 19:01:57,2024-07-08 20:13:45,0 days 01:11:48,True
google.com,2021-12-05 23:28:49,2021-12-06 01:35:30,0 days 02:06:41,True
google.com,2023-01-02 19:04:40,2023-01-02 21:46:44,0 days 02:42:04,True
Cursor,2023-01-09 17:43:38,2023-01-09 18:14:12,0 days 00:30:34,True
youtube.com,2024-08-08 03:31:15,2024-08-08 06:32:38,0 days 03:01:23,False
youtube.com,2023-06-09 18:46:59,2023-06-09 19:52:11,0 days 01:05:12,False
Cursor,2024-05-29 05:16:15,2024-05-29 07:18:52,0 days 02:02:37,True
tiktok.com,2022-06-06 14:16:13,2022-06-06 17:43:18,0 days 03:27:05,False
Cursor,2021-11-30 21:21:19,2021-11-30 23:43:20,0 days 02:22:01,True
Cursor,2023-06-05 21:43:44,2023-06-06 01:29:20,0 days 03:45:36,True
google.com,2024-02-23 11:45:15,2024-02-23 12:33:16,0 days 00:48:01,True
google.com,2022-09-04 20:22:32,2022-09-04 21:50:23,0 days 01:27:51,True
google.com,2023-12-11 11:43:18,2023-12-11 13:58:29,0 days 02:15:11,True
Terminal,2024-05-07 05:56:45,2024-05-07 09:53:37,0 days 03:56:52,True
Cursor,2023-03-21 16:35:57,2023-03-21 17:01:24,0 days 00:25:27,True
VSCode,2024-10-25 13:27:08,2024-10-25 14:30:10,0 days 01:03:02,True
Terminal,2022-03-19 15:17:17,2022-03-19 18:46:47,0 days 03:29:30,True
VSCode,2023-01-27 00:41:03,2023-01-27 04:23:08,0 days 03:42:05,True
tiktok.com,2022-07-05 16:50:53,2022-07-05 18:53:52,0 days 02:02:59,False
youtube.com,2024-01-07 01:38:48,2024-01-07 04:57:55,0 days 03:19:07,False
VSCode,2024-02-20 00:57:07,2024-02-20 03:37:09,0 days 02:40:02,True
VSCode,2024-01-03 13:18:36,2024-01-03 15:34:42,0 days 02:16:06,True
tiktok.com,2023-12-25 08:28:54,2023-12-25 09:23:25,0 days 00:54:31,False
Cursor,2023-09-27 02:24:40,2023-09-27 05:15:27,0 days 02:50:47,True
VSCode,2023-09-21 10:11:50,2023-09-21 12:59:23,0 days 02:47:33,True
Cursor,2022-10-20 10:22:32,2022-10-20 10:41:58,0 days 00:19:26,True
google.com,2023-09-06 19:06:49,2023-09-06 21:40:45,0 days 02:33:56,True
VSCode,2022-05-02 11:10:13,2022-05-02 12:19:25,0 days 01:09:12,True
Terminal,2023-11-22 07:14:36,2023-11-22 10:29:46,0 days 03:15:10,True
google.com,2023-05-11 17:05:47,2023-05-11 18:24:44,0 days 01:18:57,True
google.com,2024-07-09 04:28:33,2024-07-09 06:25:55,0 days 01:57:22,True
google.com,2022-11-06 02:44:52,2022-11-06 06:11:34,0 days 03:26:42,True
google.com,2024-10-24 02:59:56,2024-10-24 04:06:12,0 days 01:06:16,True
tiktok.com,2024-08-05 10:37:40,2024-08-05 12:32:36,0 days 01:54:56,False
google.com,2022-09-11 21:16:15,2022-09-11 23:04:46,0 days 01:48:31,True
youtube.com,2024-10-08 11:04:50,2024-10-08 13:10:19,0 days 02:05:29,False
tiktok.com,2023-08-04 06:03:47,2023-08-04 07:35:41,0 days 01:31:54,False
google.com,2024-07-11 19:14:48,2024-07-11 20:22:15,0 days 01:07:27,True
Terminal,2022-01-22 21:36:53,2022-01-22 21:40:31,0 days 00:03:38,True
VSCode,2024-05-15 15:37:53,2024-05-15 16:13:21,0 days 00:35:28,True
Cursor,2022-01-25 22:57:55,2022-01-26 02:27:22,0 days 03:29:27,True
Cursor,2023-04-03 15:48:36,2023-04-03 16:03:15,0 days 00:14:39,True
Terminal,2024-04-06 21:10:09,2024-04-06 23:11:54,0 days 02:01:45,True
Terminal,2024-05-19 14:14:25,2024-05-19 15:18:46,0 days 01:04:21,True
Terminal,2024-10-05 20:18:11,2024-10-05 22:00:52,0 days 01:42:41,True
VSCode,2022-12-23 21:01:52,2022-12-23 22:00:04,0 days 00:58:12,True
Terminal,2022-04-21 09:54:01,2022-04-21 11:52:39,0 days 01:58:38,True
tiktok.com,2024-02-20 12:18:24,2024-02-20 12:55:11,0 days 00:36:47,False
google.com,2023-02-25 09:03:36,2023-02-25 09:19:08,0 days 00:15:32,True
VSCode,2022-02-17 05:52:13,2022-02-17 09:21:27,0 days 03:29:14,True
youtube.com,2023-07-15 13:34:16,2023-07-15 15:09:35,0 days 01:35:19,False
Terminal,2021-11-26 04:42:30,2021-11-26 06:27:12,0 days 01:44:42,True
google.com,2021-12-02 03:00:53,2021-12-02 03:48:03,0 days 00:47:10,True
Cursor,2022-08-13 02:05:00,2022-08-13 03:00:56,0 days 00:55:56,True
youtube.com,2023-08-30 18:02:37,2023-08-30 21:51:01,0 days 03:48:24,False
VSCode,2022-11-14 10:54:48,2022-11-14 13:02:51,0 days 02:08:03,True
Cursor,2022-10-22 17:25:21,2022-10-22 17:38:40,0 days 00:13:19,True
google.com,2024-01-31 23:16:33,2024-01-31 23:27:42,0 days 00:11:09,True
google.com,2022-12-02 03:48:27,2022-12-02 06:02:06,0 days 02:13:39,True
tiktok.com,2023-07-26 01:26:02,2023-07-26 03:16:14,0 days 01:50:12,False
youtube.com,2023-07-28 11:19:19,2023-07-28 12:39:27,0 days 01:20:08,False
tiktok.com,2024-05-14 07:58:03,2024-05-14 08:03:33,0 days 00:05:30,False
google.com,2023-08-23 11:53:23,2023-08-23 12:48:27,0 days 00:55:04,True
Cursor,2024-09-12 14:23:58,2024-09-12 17:52:49,0 days 03:28:51,True
Cursor,2024-07-15 19:06:17,2024-07-15 21:56:47,0 days 02:50:30,True
google.com,2022-12-12 21:02:00,2022-12-12 21:14:58,0 days 00:12:58,True
VSCode,2024-05-20 20:42:25,2024-05-20 21:58:11,0 days 01:15:46,True
tiktok.com,2022-11-23 15:04:40,2022-11-23 18:08:29,0 days 03:03:49,False
youtube.com,2023-08-05 09:57:10,2023-08-05 10:03:02,0 days 00:05:52,False
google.com,2022-04-27 08:49:29,2022-04-27 09:03:11,0 days 00:13:42,True
Terminal,2024-06-20 17:08:04,2024-06-20 19:17:46,0 days 02:09:42,True
Terminal,2023-08-10 13:15:08,2023-08-10 14:49:16,0 days 01:34:08,True
Cursor,2022-10-01 01:40:28,2022-10-01 01:55:07,0 days 00:14:39,True
youtube.com,2022-06-23 11:42:52,2022-06-23 12:12:29,0 days 00:29:37,False
Terminal,2023-09-20 00:32:58,2023-09-20 02:13:28,0 days 01:40:30,True
google.com,2024-01-14 08:09:48,2024-01-14 11:02:05,0 days 02:52:17,True
youtube.com,2024-10-16 21:29:05,2024-10-16 23:47:11,0 days 02:18:06,False
tiktok.com,2022-08-22 08:56:09,2022-08-22 11:31:39,0 days 02:35:30,False
google.com,2023-05-09 20:13:41,2023-05-09 23:57:34,0 days 03:43:53,True
youtube.com,2024-08-08 06:48:18,2024-08-08 09:48:29,0 days 03:00:11,False
Terminal,2023-02-06 11:51:22,2023-02-06 13:01:12,0 days 01:09:50,True
tiktok.com,2022-11-23 11:41:08,2022-11-23 15:37:55,0 days 03:56:47,False
Terminal,2021-11-27 05:42:26,2021-11-27 08:57:50,0 days 03:15:24,True
tiktok.com,2022-04-18 17:24:27,2022-04-18 18:23:11,0 days 00:58:44,False
Cursor,2024-09-18 01:23:09,2024-09-18 04:17:06,0 days 02:53:57,True
tiktok.com,2022-01-22 17:55:59,2022-01-22 18:20:14,0 days 00:24:15,False
tiktok.com,2021-10-30 22:59:42,2021-10-31 01:58:57,0 days 02:59:15,False
tiktok.com,2023-06-29 08:02:13,2023-06-29 10:49:00,0 days 02:46:47,False
google.com,2022-04-17 12:59:12,2022-04-17 14:05:40,0 days 01:06:28,True
VSCode,2023-04-21 21:42:09,2023-04-21 23:47:06,0 days 02:04:57,True
google.com,2021-12-09 19:38:42,2021-12-09 21:10:39,0 days 01:31:57,True
Terminal,2024-01-31 01:07:13,2024-01-31 03:45:17,0 days 02:38:04,True
VSCode,2022-06-08 00:46:02,2022-06-08 03:16:12,0 days 02:30:10,True
tiktok.com,2024-07-08 02:57:01,2024-07-08 03:36:59,0 days 00:39:58,False
google.com,2022-08-22 08:30:33,2022-08-22 11:40:15,0 days 03:09:42,True
Cursor,2024-08-20 03:06:52,2024-08-20 07:00:10,0 days 03:53:18,True
VSCode,2023-01-10 14:06:07,2023-01-10 16:03:07,0 days 01:57:00,True
tiktok.com,2021-12-27 07:20:52,2021-12-27 07:49:33,0 days 00:28:41,False
Cursor,2023-04-12 16:01:58,2023-04-12 17:30:29,0 days 01:28:31,True
google.com,2021-12-26 22:40:14,2021-12-27 00:54:20,0 days 02:14:06,True
youtube.com,2023-06-23 20:59:48,2023-06-23 23:15:42,0 days 02:15:54,False
Terminal,2021-11-11 13:14:53,2021-11-11 16:44:26,0 days 03:29:33,True
Terminal,2024-02-03 22:49:34,2024-02-04 01:00:50,0 days 02:11:16,True
tiktok.com,2023-10-29 00:27:05,2023-10-29 01:56:12,0 days 01:29:07,False
VSCode,2024-09-10 22:08:48,2024-09-10 22:11:29,0 days 00:02:41,True
youtube.com,2022-04-20 20:11:10,2022-04-20 21:26:46,0 days 01:15:36,False
Terminal,2023-07-17 18:34:06,2023-07-17 19:11:33,0 days 00:37:27,True
VSCode,2023-08-27 17:24:44,2023-08-27 18:19:46,0 days 00:55:02,True
VSCode,2024-03-18 12:51:13,2024-03-18 16:12:45,0 days 03:21:32,True
youtube.com,2023-12-06 11:15:10,2023-12-06 12:52:30,0 days 01:37:20,False
Cursor,2023-07-03 21:00:42,2023-07-03 22:22:07,0 days 01:21:25,True
google.com,2021-11-01 15:16:30,2021-11-01 15:17:42,0 days 00:01:12,True
Cursor,2024-01-09 03:07:57,2024-01-09 04:50:10,0 days 01:42:13,True
google.com,2023-09-14 22:01:04,2023-09-14 22:58:17,0 days 00:57:13,True
VSCode,2023-03-17 06:37:24,2023-03-17 09:39:53,0 days 03:02:29,True
youtube.com,2023-06-09 19:43:36,2023-06-09 21:37:52,0 days 01:54:16,False
VSCode,2024-07-21 12:37:44,2024-07-21 15:31:22,0 days 02:53:38,True
VSCode,2024-02-02 15:37:16,2024-02-02 17:03:19,0 days 01:26:03,True
tiktok.com,2023-09-17 18:47:11,2023-09-17 20:44:44,0 days 01:57:33,False
VSCode,2024-01-01 01:12:38,2024-01-01 01:47:10,0 days 00:34:32,True
VSCode,2023-03-26 17:19:13,2023-03-26 18:46:17,0 days 01:27:04,True
Terminal,2023-08-14 13:29:13,2023-08-14 17:00:17,0 days 03:31:04,True
tiktok.com,2024-03-04 21:44:32,2024-03-04 23:45:47,0 days 02:01:15,False
google.com,2023-02-15 05:26:02,2023-02-15 09:19:23,0 days 03:53:21,True
Terminal,2021-11-27 18:04:58,2021-11-27 20:04:33,0 days 01:59:35,True
google.com,2022-05-22 05:01:25,2022-05-22 06:06:26,0 days 01:05:01,True
Terminal,2023-06-16 07:57:43,2023-06-16 10:45:51,0 days 02:48:08,True
VSCode,2023-12-05 04:55:24,2023-12-05 08:25:35,0 days 03:30:11,True
Terminal,2022-02-21 08:49:34,2022-02-21 09:08:08,0 days 00:18:34,True
VSCode,2022-11-03 06:10:48,2022-11-03 08:16:26,0 days 02:05:38,True
youtube.com,2022-07-02 22:18:34,2022-07-03 01:08:24,0 days 02:49:50,False
youtube.com,2024-06-25 16:49:03,2024-06-25 18:30:37,0 days 01:41:34,False
youtube.com,2022-05-04 18:42:29,2022-05-04 18:53:09,0 days 00:10:40,False
VSCode,2022-07-11 12:03:31,2022-07-11 14:10:06,0 days 02:06:35,True
VSCode,2022-06-07 06:55:24,2022-06-07 10:00:00,0 days 03:04:36,True
google.com,2022-03-16 21:08:12,2022-03-16 21:15:25,0 days 00:07:13,True
tiktok.com,2023-06-30 08:01:59,2023-06-30 08:13:17,0 days 00:11:18,False
youtube.com,2024-07-02 03:24:05,2024-07-02 05:57:07,0 days 02:33:02,False
tiktok.com,2022-03-14 01:53:23,2022-03-14 02:15:00,0 days 00:21:37,False
Terminal,2024-07-25 20:33:42,2024-07-25 22:35:23,0 days 02:01:41,True
google.com,2024-10-02 13:44:02,2024-10-02 15:54:23,0 days 02:10:21,True
Cursor,2022-03-28 05:48:47,2022-03-28 07:50:15,0 days 02:01:28,True
Terminal,2023-07-11 20:50:29,2023-07-11 21:52:10,0 days 01:01:41,True
youtube.com,2024-07-29 06:48:25,2024-07-29 08:00:59,0 days 01:12:34,False
google.com,2024-04-04 17:23:48,2024-04-04 18:13:36,0 days 00:49:48,True
youtube.com,2024-10-22 17:07:10,2024-10-22 17:09:17,0 days 00:02:07,False
youtube.com,2024-02-25 23:29:35,2024-02-26 02:30:28,0 days 03:00:53,False
VSCode,2022-06-03 04:45:25,2022-06-03 05:21:20,0 days 00:35:55,True
tiktok.com,2023-10-27 05:18:16,2023-10-27 08:46:17,0 days 03:28:01,False
Cursor,2022-09-08 04:18:52,2022-09-08 07:11:18,0 days 02:52:26,True
youtube.com,2023-12-17 05:57:12,2023-12-17 08:49:55,0 days 02:52:43,False
google.com,2023-02-03 19:29:36,2023-02-03 22:26:18,0 days 02:56:42,True
google.com,2021-12-15 23:39:55,2021-12-16 02:51:23,0 days 03:11:28,True
Terminal,2024-07-30 15:40:20,2024-07-30 17:00:35,0 days 01:20:15,True
google.com,2022-10-16 16:32:27,2022-10-16 19:00:48,0 days 02:28:21,True
youtube.com,2024-07-03 02:52:44,2024-07-03 06:37:09,0 days 03:44:25,False
google.com,2024-06-09 15:55:48,2024-06-09 16:59:58,0 days 01:04:10,True
VSCode,2022-11-17 14:01:54,2022-11-17 14:59:15,0 days 00:57:21,True
tiktok.com,2022-08-25 16:42:14,2022-08-25 18:25:06,0 days 01:42:52,False
Cursor,2023-03-01 07:04:06,2023-03-01 07:33:54,0 days 00:29:48,True
VSCode,2024-08-01 23:14:53,2024-08-02 02:04:20,0 days 02:49:27,True
VSCode,2023-01-07 06:33:32,2023-01-07 09:09:20,0 days 02:35:48,True
Cursor,2024-05-31 12:19:49,2024-05-31 13:55:58,0 days 01:36:09,True
youtube.com,2024-03-11 08:47:28,2024-03-11 11:36:56,0 days 02:49:28,False
Cursor,2023-05-07 01:29:03,2023-05-07 03:39:31,0 days 02:10:28,True
youtube.com,2022-06-15 00:45:07,2022-06-15 04:41:26,0 days 03:56:19,False
youtube.com,2023-04-08 05:19:59,2023-04-08 08:18:14,0 days 02:58:15,False
tiktok.com,2024-04-24 10:14:27,2024-04-24 12:51:13,0 days 02:36:46,False
Terminal,2023-02-16 00:58:01,2023-02-16 04:11:25,0 days 03:13:24,True
Cursor,2023-07-16 15:10:41,2023-07-16 18:13:03,0 days 03:02:22,True
tiktok.com,2023-07-18 05:02:26,2023-07-18 08:53:07,0 days 03:50:41,False
Cursor,2024-02-24 02:39:45,2024-02-24 04:12:37,0 days 01:32:52,True
tiktok.com,2024-09-27 02:37:46,2024-09-27 03:25:31,0 days 00:47:45,False
Cursor,2023-04-15 11:56:19,2023-04-15 14:22:21,0 days 02:26:02,True
youtube.com,2023-02-16 02:26:14,2023-02-16 04:47:25,0 days 02:21:11,False
tiktok.com,2024-06-04 17:19:13,2024-06-04 18:03:13,0 days 00:44:00,False
Terminal,2023-06-25 18:19:11,2023-06-25 22:10:59,0 days 03:51:48,True
tiktok.com,2022-08-09 19:15:53,2022-08-09 21:13:03,0 days 01:57:10,False
google.com,2023-09-29 15:18:05,2023-09-29 15:55:34,0 days 00:37:29,True
tiktok.com,2023-05-10 00:00:35,2023-05-10 03:56:03,0 days 03:55:28,False
youtube.com,2024-04-15 12:12:48,2024-04-15 14:18:27,0 days 02:05:39,False
tiktok.com,2021-11-01 03:03:49,2021-11-01 05:09:56,0 days 02:06:07,False
google.com,2022-12-31 07:37:09,2022-12-31 09:13:02,0 days 01:35:53,True
youtube.com,2021-11-12 02:21:48,2021-11-12 04:09:41,0 days 01:47:53,False
Cursor,2022-11-02 18:16:17,2022-11-02 19:14:07,0 days 00:57:50,True
Cursor,2024-05-24 08:28:40,2024-05-24 12:27:15,0 days 03:58:35,True
youtube.com,2023-02-23 19:14:08,2023-02-23 19:23:17,0 days 00:09:09,False
Terminal,2023-11-01 17:31:10,2023-11-01 21:01:21,0 days 03:30:11,True
Cursor,2023-11-07 10:48:30,2023-11-07 13:54:50,0 days 03:06:20,True
youtube.com,2022-01-01 03:39:50,2022-01-01 07:29:47,0 days 03:49:57,False
Cursor,2024-08-28 15:29:42,2024-08-28 16:07:45,0 days 00:38:03,True
tiktok.com,2022-05-19 17:27:53,2022-05-19 17:53:23,0 days 00:25:30,False
Terminal,2024-10-22 07:40:16,2024-10-22 11:15:06,0 days 03:34:50,True
Cursor,2024-01-18 05:48:53,2024-01-18 08:34:58,0 days 02:46:05,True
Cursor,2023-09-27 01:59:27,2023-09-27 05:17:37,0 days 03:18:10,True
VSCode,2024-07-17 07:10:58,2024-07-17 10:56:27,0 days 03:45:29,True
VSCode,2024-03-13 14:23:18,2024-03-13 17:14:30,0 days 02:51:12,True
youtube.com,2024-05-28 21:28:18,2024-05-28 22:18:47,0 days 00:50:29,False
tiktok.com,2023-03-24 01:06:20,2023-03-24 04:45:23,0 days 03:39:03,False
youtube.com,2023-08-02 10:38:00,2023-08-02 13:52:04,0 days 03:14:04,False
tiktok.com,2023-02-09 14:25:10,2023-02-09 16:28:52,0 days 02:03:42,False
tiktok.com,2023-07-01 22:35:22,2023-07-01 23:47:27,0 days 01:12:05,False
youtube.com,2022-10-29 04:19:23,2022-10-29 04:58:19,0 days 00:38:56,False
VSCode,2023-01-15 00:09:58,2023-01-15 02:16:34,0 days 02:06:36,True
VSCode,2021-11-02 07:44:11,2021-11-02 11:41:05,0 days 03:56:54,True
youtube.com,2021-10-28 00:29:36,2021-10-28 03:05:50,0 days 02:36:14,False
google.com,2022-02-14 16:56:43,2022-02-14 18:49:12,0 days 01:52:29,True
youtube.com,2023-10-26 04:48:40,2023-10-26 06:56:38,0 days 02:07:58,False
tiktok.com,2024-08-27 08:34:30,2024-08-27 09:48:04,0 days 01:13:34,False
tiktok.com,2024-10-07 14:34:01,2024-10-07 16:53:17,0 days 02:19:16,False
VSCode,2022-06-12 10:14:54,2022-06-12 10:53:05,0 days 00:38:11,True
VSCode,2024-08-19 19:25:32,2024-08-19 19:33:58,0 days 00:08:26,True
tiktok.com,2024-02-25 10:29:11,2024-02-25 14:13:44,0 days 03:44:33,False
VSCode,2023-05-24 10:41:13,2023-05-24 11:15:46,0 days 00:34:33,True
tiktok.com,2024-01-08 00:41:48,2024-01-08 02:07:01,0 days 01:25:13,False
Cursor,2023-10-01 10:44:29,2023-10-01 13:28:31,0 days 02:44:02,True
google.com,2023-03-23 22:15:55,2023-03-23 23:12:44,0 days 00:56:49,True
youtube.com,2024-01-24 18:14:07,2024-01-24 21:11:56,0 days 02:57:49,False
google.com,2024-08-16 11:21:07,2024-08-16 15:06:28,0 days 03:45:21,True
VSCode,2022-07-06 16:33:23,2022-07-06 18:44:58,0 days 02:11:35,True
google.com,2023-12-13 22:15:39,2023-12-13 22:58:02,0 days 00:42:23,True
Terminal,2022-09-08 10:59:28,2022-09-08 11:59:41,0 days 01:00:13,True
tiktok.com,2024-01-09 00:49:46,2024-01-09 01:15:14,0 days 00:25:28,False
VSCode,2024-06-30 05:27:27,2024-06-30 07:12:57,0 days 01:45:30,True
tiktok.com,2024-02-27 07:34:42,2024-02-27 07:46:13,0 days 00:11:31,False
Cursor,2024-09-09 01:20:53,2024-09-09 03:51:09,0 days 02:30:16,True
tiktok.com,2022-11-13 04:14:15,2022-11-13 04:40:07,0 days 00:25:52,False
youtube.com,2023-02-14 03:23:34,2023-02-14 04:42:07,0 days 01:18:33,False
Cursor,2022-10-22 18:38:30,2022-10-22 18:44:39,0 days 00:06:09,True
google.com,2023-03-11 08:35:16,2023-03-11 09:44:05,0 days 01:08:49,True
tiktok.com,2024-01-20 11:20:53,2024-01-20 12:04:00,0 days 00:43:07,False
google.com,2024-01-07 17:15:20,2024-01-07 17:48:46,0 days 00:33:26,True
youtube.com,2023-04-27 02:51:56,2023-04-27 04:38:54,0 days 01:46:58,False
VSCode,2023-04-28 06:14:35,2023-04-28 08:36:11,0 days 02:21:36,True
VSCode,2023-12-01 20:00:33,2023-12-01 20:32:59,0 days 00:32:26,True
tiktok.com,2022-07-13 10:13:26,2022-07-13 11:24:33,0 days 01:11:07,False
Cursor,2023-07-29 16:39:17,2023-07-29 19:02:50,0 days 02:23:33,True
Terminal,2024-03-24 21:44:37,2024-03-24 22:45:41,0 days 01:01:04,True
google.com,2021-11-19 09:29:31,2021-11-19 10:08:14,0 days 00:38:43,True
tiktok.com,2024-05-26 13:59:51,2024-05-26 15:39:27,0 days 01:39:36,False
Cursor,2022-01-28 23:05:45,2022-01-29 03:03:05,0 days 03:57:20,True
tiktok.com,2022-07-30 02:42:10,2022-07-30 06:23:11,0 days 03:41:01,False
google.com,2021-12-15 23:37:30,2021-12-15 23:58:16,0 days 00:20:46,True
tiktok.com,2023-01-15 23:03:24,2023-01-16 02:17:12,0 days 03:13:48,False
tiktok.com,2022-05-14 21:56:44,2022-05-14 22:12:41,0 days 00:15:57,False
Terminal,2022-07-23 06:10:59,2022-07-23 09:07:49,0 days 02:56:50,True
tiktok.com,2023-01-27 21:32:35,2023-01-27 23:45:02,0 days 02:12:27,False
youtube.com,2022-02-22 08:06:08,2022-02-22 09:25:00,0 days 01:18:52,False
VSCode,2024-05-07 00:47:39,2024-05-07 02:17:49,0 days 01:30:10,True
youtube.com,2024-09-13 10:14:11,2024-09-13 10:29:36,0 days 00:15:25,False
google.com,2021-12-20 14:33:15,2021-12-20 17:52:06,0 days 03:18:51,True
youtube.com,2024-04-13 20:05:46,2024-04-13 20:16:47,0 days 00:11:01,False
tiktok.com,2023-09-04 09:57:30,2023-09-04 13:04:01,0 days 03:06:31,False
Terminal,2023-07-03 11:45:56,2023-07-03 13:15:09,0 days 01:29:13,True
Terminal,2024-05-15 21:15:49,2024-05-16 00:34:02,0 days 03:18:13,True
